date,value
2008-12-19,1122
2019-03-03,256
2006-01-28,818
2015-02-08,386
2015-07-13,1899
2011-01-04,18
2000-11-26,1080
2000-03-27,1578
2014-03-22,1985
2011-07-28,1885
2007-04-21,126
2021-09-21,392
2000-12-21,663
2014-05-12,86
2013-01-23,1857
2000-12-31,607
2014-02-11,843
2007-04-28,1529
2018-09-04,1622
2021-06-01,1771
2001-02-22,1960
2000-11-05,1450
2014-12-25,1801
2021-12-16,563
2016-09-25,883
2002-12-27,112
2000-06-03,1703
2004-05-30,1962
2005-03-22,712
2010-08-01,1566
2000-01-23,77
2002-03-03,163
2011-11-21,1614
2000-05-05,211
2010-09-13,604
2003-12-23,1860
2004-02-21,1981
2003-03-12,1260
2010-10-28,375
2018-10-05,1285
2016-04-29,693
2010-12-24,164
2003-07-18,1326
2020-11-11,1479
2011-01-05,504
2009-04-15,1735
2002-03-14,1638
2009-09-07,1209
2007-12-12,608
2021-12-27,269
2009-01-12,807
2001-09-11,136
2019-04-06,463
2008-01-24,1500
2012-07-01,241
2018-03-04,1984
2021-01-21,1366
2008-06-11,965
2000-12-06,477
1999-05-08,210
2009-06-26,344
2008-01-10,946
2021-05-19,1531
1999-09-16,1972
2018-03-30,724
2009-06-29,368
2020-05-14,947
2010-08-19,1120
2019-03-04,484
1999-01-13,1484
2020-07-11,685
2017-11-22,887
2000-12-15,465
2012-03-05,290
2008-11-06,841
2000-05-12,650
2003-05-02,1815
2001-02-18,922
2021-05-29,1058
2007-07-15,1507
2009-01-25,1757
2009-11-05,35
2001-04-10,338
2003-12-01,1443
2003-06-07,699
2020-02-24,1779
2006-12-19,991
2005-04-26,519
2010-11-21,1890
2015-07-29,1373
2017-03-13,1667
2020-01-23,995
2021-10-06,1453
2006-10-07,1419
2002-12-20,595
2015-10-14,134
2015-03-27,1279
2002-12-24,92
2002-12-18,900
2001-01-17,406
2006-11-13,1913
2014-12-08,1197
2017-02-25,491
2008-03-12,875
2000-07-02,44
2002-01-24,715
2009-07-29,1245
2006-01-08,48
2007-04-08,1441
2014-05-07,12
2007-06-26,511
2003-02-23,1118
2008-01-05,90
2002-11-25,513
2016-12-21,1478
2008-04-29,414
2018-11-09,1914
2017-01-06,1393
2019-03-07,1435
2010-01-21,1905
2000-01-12,1160
2008-12-05,286
1999-01-28,1027
2004-09-13,666
2017-08-24,1534
2019-12-24,422
2017-04-06,340
2004-01-11,1577
2016-09-18,1092
2016-01-11,1704
2000-07-18,1632
2011-08-20,471
2015-06-21,1970
2009-01-06,387
2017-07-02,1836
2020-09-25,1317
2000-04-23,1152
2017-10-05,552
2004-06-14,1236
2005-01-06,624
2007-11-09,137
2009-12-15,886
2019-07-20,1082
2012-05-11,1046
2008-03-19,570
2021-10-29,271
2021-03-30,1628
2017-11-09,749
2002-10-25,1783
2005-01-26,916
2013-05-24,711
2004-08-03,1866
2001-10-02,1939
2006-08-27,1572
2011-12-24,1176
2021-07-07,970
2021-02-19,139
1999-09-25,1336
2012-12-08,1818
2021-06-17,432
1999-05-26,111
2005-12-06,25
2005-05-03,530
2007-10-30,310
2009-08-04,1794
2002-08-25,1452
2010-12-12,1205
2001-12-25,94
2010-02-09,1178
2016-01-13,80
2019-01-29,549
2006-02-27,7
2001-07-02,791
2003-11-21,981
2008-04-14,526
2009-09-25,725
2018-08-30,522
2018-02-11,106
2001-10-28,1089
2017-03-15,1701
2019-09-17,610
2016-01-23,872
2020-06-27,1505
2002-11-23,760
2008-03-01,170
2017-02-01,832
2017-09-22,719
2007-02-11,98
2008-10-20,571
2012-06-30,833
2013-12-05,744
2008-08-28,1003
1999-12-04,475
2015-01-11,329
2014-10-30,988
2008-11-07,194
2001-03-02,1814
2012-07-24,1492
1999-03-01,99
2008-11-16,954
2017-10-28,1968
2013-04-11,817
2014-05-08,1190
2003-07-04,249
2019-06-18,1538
1999-04-03,1386
2012-06-02,1056
2012-03-29,1424
2010-12-16,1097
2021-08-02,1754
2001-05-06,1396
2008-05-09,851
2000-02-02,535
2012-11-12,569
2001-05-02,1528
2016-09-19,979
2000-06-17,1693
1999-08-25,1743
2005-02-09,1992
2017-09-29,518
1999-11-21,262
2002-07-25,1691
2021-06-26,524
2010-05-31,343
2021-11-29,781
2019-12-12,1753
2012-05-06,1686
2011-02-17,1941
2000-06-16,351
2009-12-04,1244
2018-04-17,1439
2004-03-20,1302
2007-04-17,718
2017-07-27,380
2011-02-25,849
2008-06-27,496
2021-02-12,1883
2021-06-24,1837
2017-07-28,1858
2021-05-14,1249
2013-04-18,369
2016-02-11,1091
2014-06-23,1752
2005-12-08,1052
1999-10-01,1720
2011-07-18,131
2017-03-23,192
2011-12-28,367
2018-03-18,149
2017-08-07,1039
2008-05-01,1886
2020-09-21,1349
2003-12-05,1738
2021-03-17,761
2000-07-27,417
2004-06-15,787
2018-02-07,534
2000-11-21,1266
2012-02-24,884
2008-11-26,1760
2010-04-21,1437
2003-04-29,1048
2021-03-09,757
2007-10-13,891
2003-11-24,238
2011-10-08,1407
2006-01-11,97
2021-04-14,842
2013-03-10,350
2013-11-16,619
2001-11-06,1270
2021-01-30,774
2005-04-13,1250
2013-07-14,1737
2010-08-10,478
2009-04-07,1488
2015-07-15,1600
2020-06-25,214
2013-04-02,1965
2003-12-18,1805
2001-12-10,1225
2007-03-23,1649
2009-12-02,596
2018-07-02,873
2002-10-08,1796
2015-11-11,385
2002-01-17,58
2006-10-15,1389
2008-01-28,1031
2020-09-29,1334
2012-04-20,1997
2008-11-10,1287
2015-05-29,786
2001-09-07,1416
2005-03-06,1644
2006-10-12,1718
2019-02-20,443
2009-06-08,469
2007-02-02,421
2021-04-13,622
2008-01-22,1892
2005-01-19,1201
2004-02-08,1593
2004-10-18,904
2021-07-02,1067
2017-11-17,1898
2006-02-17,79
2002-05-04,1338
2013-09-26,193
2008-12-06,1351
2001-03-08,1514
2020-05-28,1420
2014-03-29,1230
2001-07-05,1430
2009-08-24,1193
2012-01-30,1639
2003-04-11,460
2006-11-16,190
2019-08-24,1550
2001-07-08,1095
2010-09-01,1189
2010-12-22,1099
2003-03-26,435
2012-04-12,1562
2011-05-30,704
2012-04-28,1565
2011-02-09,1457
2003-03-15,230
2012-07-25,1074
2012-05-16,67
2006-05-18,15
2015-04-06,1648
2013-02-26,1893
2009-05-02,871
2009-06-30,485
1999-07-04,239
2010-12-14,243
2004-04-23,1919
1999-07-14,1770
2021-05-10,207
2014-05-10,1906
2019-10-15,804
2017-03-05,305
2009-10-07,337
2013-04-29,523
2016-07-29,1825
2012-05-31,320
2015-09-28,113
2000-03-24,1361
2002-02-04,1320
2001-12-01,1185
2017-11-29,930
2012-05-24,100
2002-12-29,20
2003-12-04,339
2015-09-10,1330
2010-02-18,1196
2004-06-10,1934
2012-12-09,731
2008-10-28,233
2014-04-29,1153
2001-02-08,1723
2005-03-30,1359
1999-07-31,897
2019-09-26,890
2012-08-01,121
2001-08-10,745
2021-10-08,1799
2007-07-10,199
2020-06-01,424
2013-11-03,782
2010-12-28,1610
2004-12-26,1926
2009-08-29,1942
2003-04-25,1530
2007-05-30,376
2009-11-17,143
2015-02-06,857
2001-05-26,1412
2017-01-02,301
2013-03-23,1700
2009-12-25,1932
2013-10-02,46
2010-01-07,1761
2009-02-02,222
2007-07-27,306
2002-11-21,1993
2014-02-02,1867
1999-11-14,1988
2019-07-19,1804
2010-05-24,117
1999-11-02,318
2013-10-18,972
2000-08-12,154
2008-08-18,1634
2020-11-06,1161
2017-05-21,594
2005-08-24,1765
2013-05-20,1821
2008-03-26,943
2001-04-21,32
2021-09-13,1536
2003-02-19,1422
2007-08-28,821
1999-12-26,905
2016-10-02,640
2021-01-03,1446
2001-09-21,1616
2012-10-26,1504
2020-04-19,892
2007-04-07,1331
2004-12-05,1237
2014-06-13,662
2018-08-28,648
1999-09-09,1694
2012-08-19,1267
2015-12-26,1864
2011-08-06,1247
2002-07-08,54
2011-08-09,487
2007-11-20,74
2021-04-21,1346
2008-12-15,1716
2001-11-09,482
2013-02-12,574
2018-01-12,1227
2010-06-16,879
2009-09-04,746
2013-12-22,240
1999-12-23,1297
2021-05-13,1394
2000-11-08,1409
2020-01-14,442
2000-06-11,130
2000-03-20,258
2021-02-28,898
2001-08-11,1489
2019-07-30,87
2020-11-03,963
2005-11-29,813
2005-10-13,321
2011-05-21,1774
2001-01-28,1476
2004-08-20,1324
2007-12-06,838
2015-06-25,1518
1999-04-15,1645
2015-12-22,1339
2017-02-04,959
2013-10-23,1121
2004-12-06,974
2013-07-18,613
1999-04-24,1436
2021-04-19,531
2010-11-19,741
2004-10-02,1451
2016-06-07,125
2011-04-12,1989
2008-06-23,1470
1999-01-04,750
2002-06-24,1933
2011-07-06,1827
2008-06-17,1066
2014-02-23,1979
2019-06-10,208
2007-01-10,220
2007-03-02,627
2008-10-05,733
2010-05-12,1481
2017-02-07,147
2015-10-25,275
2016-08-22,1129
2009-08-17,1392
2015-03-05,566
2002-08-30,516
2010-07-29,743
2003-03-10,792
2010-10-18,1433
2005-02-05,986
2011-09-27,1016
2004-07-23,825
2010-12-31,69
2010-01-20,1946
2017-10-14,1376
1999-06-04,315
2000-05-24,945
2001-03-14,1873
2018-04-13,1878
2001-01-30,11
2006-12-21,1582
2014-07-20,1924
2011-12-20,657
2005-02-01,1418
2000-08-10,532
2013-06-24,755
2007-02-21,793
2019-07-08,1975
2014-11-16,14
2019-04-10,246
2005-02-14,1947
2010-08-29,1959
2016-07-27,584
2010-06-04,1595
2014-04-22,200
2003-06-06,691
2004-11-03,1059
2019-04-09,1747
2016-10-31,1848
2012-03-19,1793
2018-12-15,1275
2008-06-29,618
2002-12-04,1655
2015-10-28,173
2011-08-05,980
2002-09-16,50
2020-05-12,579
2004-01-19,805
2002-08-16,312
2017-08-11,973
2001-06-16,1835
2014-07-09,195
2009-04-09,603
2007-06-06,1772
2016-05-18,814
2014-08-02,852
2011-04-29,1967
2004-01-27,366
2004-12-14,1697
