Duration,Value
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
5-9 minutes,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
2.99,56
